"id","property_account_receivable/id","property_account_payable/id","property_account_expense_categ/id","property_account_income_categ/id","currency_id/id"
"gd_chart","gd_acc_120000","gd_acc_220000","gd_acc_702000","gd_acc_762000","base.EUR"

