"id","property_account_receivable/id","property_account_payable/id","property_account_expense_categ/id","property_account_income_categ/id","property_account_income_opening/id","property_account_expense_opening/id"
"lu_2011_chart_1","lu_2011_account_4011","lu_2011_account_44111","lu_2011_account_6063","lu_2011_account_7051","lu_2011_account_141","lu_2011_account_141"
