"id","name","property_account_receivable:id","property_account_payable:id","property_account_expense_categ:id","property_account_income_categ:id","currency_id:id","use_anglo_saxon"
"l10n_uk","UK Tax and Account Chart Template (by SmartMode)","1100","2100","5000","4000","base.GBP","True"
