code,id,user_type:id,reconcile,name,note,chart_template_id/id
0,kp_rrif0000,account.data_account_type_receivable,,Potraživanja za upisani a neuplaćeni dionički kapital (analitika po upisnicima)-a1,Potraživanja za upisani a neuplaćeni dionički kapital (analitika po upisnicima)-Analitika 1,l10n_hr_chart_template_rrif
10,kp_rrif0010,account.data_account_type_receivable,,Potraživanja iz ponovljene emisije dionica za upisane a neuplaćene svote kapitala po emisijama dionica-a1,Potraživanja iz ponovljene emisije dionica za upisane a neuplaćene svote kapitala (razrada po emisijama dionica)-Analitika 1,l10n_hr_chart_template_rrif
20,kp_rrif0020,account.data_account_type_receivable,,Potraživanja za upisani a neuplaćeni kapital u d.o.o. (analitika po članovima društva)-a1,Potraživanja za upisani a neuplaćeni kapital u d.o.o. (analitika po članovima društva)-Analitika 1,l10n_hr_chart_template_rrif
30,kp_rrif0030,account.data_account_type_receivable,,Potraživanja za temeljni ulog komanditora-a1,Potraživanja za temeljni ulog komanditora-Analitika 1,l10n_hr_chart_template_rrif
40,kp_rrif0040,account.data_account_type_receivable,,Potraživanje za ostale uloge u kapital-a1,Potraživanje za ostale uloge u kapital-Analitika 1,l10n_hr_chart_template_rrif
100,kp_rrif0100,account.data_account_type_non_current_assets,,"Izdatci za razvoj projekta (konstruiranje i test. prototipova i modela,alata,naprava i kalupa i sl.","Izdatci za razvoj projekta (konstruiranje i testiranje prototipova i modela, dizajn alata, naprava i kalupa i sl.",l10n_hr_chart_template_rrif
101,kp_rrif0101,account.data_account_type_non_current_assets,,"Izdatci za razvoj proizvoda (uzorci, recepture, troškovi pronalazaka i sl.).","Izdatci za razvoj proizvoda (uzorci, recepture, troškovi pronalazaka i sl.).",l10n_hr_chart_template_rrif
102,kp_rrif0102,account.data_account_type_non_current_assets,,Izdatci za istraživanje mineralnih blaga (MSFI 6),Izdatci za istraživanje mineralnih blaga (MSFI 6),l10n_hr_chart_template_rrif
110,kp_rrif0110,account.data_account_type_non_current_assets,,"Ulaganje u koncesije idozvole(za resurse, ceste, ribarenje, linije, sirovine, itd.)","Ulaganje u koncesije i dozvole (za resurse, ceste, ribarenje, linije, sirovine, itd.)",l10n_hr_chart_template_rrif
111,kp_rrif0111,account.data_account_type_non_current_assets,,"Ulaganje u patente i tehnologiju, inovacije, teh.dokumentaciju za proizv. proizvoda ili pružanje usluga","Ulaganje u patente i tehnologiju, inovacije, tehničku i tehnološku dokumentaciju za proizvodnju proizvoda ili pružanje usluga",l10n_hr_chart_template_rrif
112,kp_rrif0112,account.data_account_type_non_current_assets,,Ulaganje u licenciju i frenčajz (Franchising),Ulaganje u licenciju i frenčajz (Franchising),l10n_hr_chart_template_rrif
113,kp_rrif0113,account.data_account_type_non_current_assets,,"Robne marke, trgovačko ime, lista kupaca, industrijska prava, marketinška prava, usl. marke i sl.prava","Robne marke, trgovačko ime, lista kupaca, industrijska prava, marketinška prava, uslužne marke i sl. prava",l10n_hr_chart_template_rrif
114,kp_rrif0114,account.data_account_type_non_current_assets,,Ulaganje u tržišni udio (otkup prava distribucije za neko područje),Ulaganje u tržišni udio (otkup prava distribucije za neko područje),l10n_hr_chart_template_rrif
1200,kp_rrif01200,account.data_account_type_non_current_assets,,Ulaganje u računalni softwer,Ulaganje u računalni softwer,l10n_hr_chart_template_rrif
1201,kp_rrif01201,account.data_account_type_non_current_assets,,Ulaganje u internetske stranice,Ulaganje u internetske stranice,l10n_hr_chart_template_rrif
1210,kp_rrif01210,account.data_account_type_non_current_assets,,Ulaganje u autorska i dr. prava korištenja,Ulaganje u autorska i dr. prava korištenja,l10n_hr_chart_template_rrif
1211,kp_rrif01211,account.data_account_type_non_current_assets,,"Ulaganje u znanje (know how), dizajn","Ulaganje u znanje (know how), dizajn",l10n_hr_chart_template_rrif
1212,kp_rrif01212,account.data_account_type_non_current_assets,,"Ulaganje u pravo reproduciranja (npr. filmova), pravo objave u izdavaštvu i sl.","Ulaganje u pravo reproduciranja (npr. filmova), pravo objave u izdavaštvu i sl.",l10n_hr_chart_template_rrif
1213,kp_rrif01213,account.data_account_type_non_current_assets,,"Ulaganja na tuđoj imovini radi uporabe ili poboljšanja (nekretnina, opreme i sl.)","Ulaganja na tuđoj imovini radi uporabe ili poboljšanja (nekretnina, opreme i sl.)",l10n_hr_chart_template_rrif
1214,kp_rrif01214,account.data_account_type_non_current_assets,,Ulaganje u dugogodišnje pravo uporabe (prema ugovoru),Ulaganje u dugogodišnje pravo uporabe (prema ugovoru),l10n_hr_chart_template_rrif
1215,kp_rrif01215,account.data_account_type_non_current_assets,,Ulaganje u pravo suvlasništva opreme,Ulaganje u pravo suvlasništva opreme,l10n_hr_chart_template_rrif
1220,kp_rrif01220,account.data_account_type_non_current_assets,,Založno pravo i hipoteke (realizirane),Založno pravo i hipoteke (realizirane),l10n_hr_chart_template_rrif
1221,kp_rrif01221,account.data_account_type_non_current_assets,,Ostala dugogodišnja prava,Ostala dugogodišnja prava,l10n_hr_chart_template_rrif
130,kp_rrif0130,account.data_account_type_non_current_assets,,Goodwill,Goodwill,l10n_hr_chart_template_rrif
140,kp_rrif0140,account.data_account_type_non_current_assets,,"Dugogodišnje naknade plaćene za pravo građenja, pravo prolaza i sl.","Dugogodišnje naknade plaćene za pravo građenja, pravo prolaza i sl.",l10n_hr_chart_template_rrif
141,kp_rrif0141,account.data_account_type_non_current_assets,,"Filmovi, glazbeni zapisi","Filmovi, glazbeni zapisi",l10n_hr_chart_template_rrif
142,kp_rrif0142,account.data_account_type_non_current_assets,,Ostala nematerijalna imovina,Ostala nematerijalna imovina,l10n_hr_chart_template_rrif
150,kp_rrif0150,account.data_account_type_non_current_assets,,Predujmovi za razvoj,Predujmovi za razvoj,l10n_hr_chart_template_rrif
151,kp_rrif0151,account.data_account_type_non_current_assets,,Predujmovi za koncesije,Predujmovi za koncesije,l10n_hr_chart_template_rrif
152,kp_rrif0152,account.data_account_type_non_current_assets,,"Predujmovi za patente, licencije i dr.","Predujmovi za patente, licencije i dr.",l10n_hr_chart_template_rrif
153,kp_rrif0153,account.data_account_type_non_current_assets,,Predujmovi za robne ili uslužne marke,Predujmovi za robne ili uslužne marke,l10n_hr_chart_template_rrif
154,kp_rrif0154,account.data_account_type_non_current_assets,,Predujmovi za nabavu softwera,Predujmovi za nabavu softwera,l10n_hr_chart_template_rrif
155,kp_rrif0155,account.data_account_type_non_current_assets,,Predujmovi za nabavu ostalih prava uporabe,Predujmovi za nabavu ostalih prava uporabe,l10n_hr_chart_template_rrif
156,kp_rrif0156,account.data_account_type_non_current_assets,,Predujmovi za ostalu nematerijalnu imovinu,Predujmovi za ostalu nematerijalnu imovinu,l10n_hr_chart_template_rrif
160,kp_rrif0160,account.data_account_type_non_current_assets,,Nematerijalna imovina u pripremi (analitika prema vrsti računa skupine 01)-a1,Nematerijalna imovina u pripremi (analitika prema vrsti računa skupine 01)-Analitika 1,l10n_hr_chart_template_rrif
180,kp_rrif0180,account.data_account_type_non_current_assets,,Vrijednosno usklađenje nematerijalne imovine (analitika prema vrsti računa skupine 01)-a1,Vrijednosno usklađenje nematerijalne imovine (analitika prema vrsti računa skupine 01)-Analitika 1,l10n_hr_chart_template_rrif
190,kp_rrif0190,account.data_account_type_non_current_assets,,Akumulirana amortizacija izdataka za razvoj,Akumulirana amortizacija izdataka za razvoj,l10n_hr_chart_template_rrif
191,kp_rrif0191,account.data_account_type_non_current_assets,,"Akumulirana amortizacija koncesija, patenata, licencija i sl.","Akumulirana amortizacija koncesija, patenata, licencija i sl.",l10n_hr_chart_template_rrif
192,kp_rrif0192,account.data_account_type_non_current_assets,,Akumulirana amort. robne i uslužne marke,Akumulirana amort. robne i uslužne marke,l10n_hr_chart_template_rrif
193,kp_rrif0193,account.data_account_type_non_current_assets,,Akumulirana amortizacija softwera,Akumulirana amortizacija softwera,l10n_hr_chart_template_rrif
194,kp_rrif0194,account.data_account_type_non_current_assets,,Akumulirana amortizacija godwilla (v. napom. 3.),Akumulirana amortizacija godwilla (v. napom. 3.),l10n_hr_chart_template_rrif
195,kp_rrif0195,account.data_account_type_non_current_assets,,Akumulirana amort. ostale nematerijalne imovine,Akumulirana amort. ostale nematerijalne imovine,l10n_hr_chart_template_rrif
200,kp_rrif0200,account.data_account_type_non_current_assets,,Građevinsko zemljište (bez zgrada),Građevinsko zemljište (bez zgrada),l10n_hr_chart_template_rrif
201,kp_rrif0201,account.data_account_type_non_current_assets,,Poljoprivredno zemljište,Poljoprivredno zemljište,l10n_hr_chart_template_rrif
202,kp_rrif0202,account.data_account_type_non_current_assets,,Zemljište za deponije smeća i otpada,Zemljište za deponije smeća i otpada,l10n_hr_chart_template_rrif
203,kp_rrif0203,account.data_account_type_non_current_assets,,"Zemljište za eksploataciju kamena, gline, šljunka i pijeska,","Zemljište za eksploataciju kamena, gline, šljunka i pijeska,",l10n_hr_chart_template_rrif
204,kp_rrif0204,account.data_account_type_non_current_assets,,Zemljište sa supstancijalnom potrošnjom ili odlagališta,Zemljište sa supstancijalnom potrošnjom ili odlagališta,l10n_hr_chart_template_rrif
205,kp_rrif0205,account.data_account_type_non_current_assets,,"Zemljište pod prometnicama, dvorištima, parkiralištima i sl.","Zemljište pod prometnicama, dvorištima, parkiralištima i sl.",l10n_hr_chart_template_rrif
206,kp_rrif0206,account.data_account_type_non_current_assets,,"Zemljišta pod dugogodišnjim nasadama, parkovima, vrtovima i sl.","Zemljišta pod dugogodišnjim nasadama, parkovima, vrtovima i sl.",l10n_hr_chart_template_rrif
207,kp_rrif0207,account.data_account_type_non_current_assets,,Čista neobrađena i nezasađena zemljišta i kamenjari,Čista neobrađena i nezasađena zemljišta i kamenjari,l10n_hr_chart_template_rrif
208,kp_rrif0208,account.data_account_type_non_current_assets,,Zemljišta ispod građevina,Zemljišta ispod građevina,l10n_hr_chart_template_rrif
209,kp_rrif0209,account.data_account_type_non_current_assets,,"Poboljšanja na zemljištu (ulaganja u odvodnjavanje, uređivanje prilaza i sl.)","Poboljšanja na zemljištu (ulaganja u odvodnjavanje, uređivanje prilaza i sl.)",l10n_hr_chart_template_rrif
210,kp_rrif0210,account.data_account_type_non_current_assets,,Zemljište s upisanim pravom građenja (unaprijed plaćena),Zemljište s upisanim pravom građenja (unaprijed plaćena),l10n_hr_chart_template_rrif
211,kp_rrif0211,account.data_account_type_non_current_assets,,Pravo služnosti na zemljištu (unaprijed plaćena),Pravo služnosti na zemljištu (unaprijed plaćena),l10n_hr_chart_template_rrif
212,kp_rrif0212,account.data_account_type_non_current_assets,,Zemljišta u zakupu (unaprijed plaćena),Zemljišta u zakupu (unaprijed plaćena),l10n_hr_chart_template_rrif
230,kp_rrif0230,account.data_account_type_non_current_assets,,Poslovne zgrade,Poslovne zgrade,l10n_hr_chart_template_rrif
231,kp_rrif0231,account.data_account_type_non_current_assets,,"Tvorničke zgrade, hale i radionice","Tvorničke zgrade, hale i radionice",l10n_hr_chart_template_rrif
232,kp_rrif0232,account.data_account_type_non_current_assets,,"Zgrade trgovine, hotela, motela, restorana","Zgrade trgovine, hotela, motela, restorana",l10n_hr_chart_template_rrif
233,kp_rrif0233,account.data_account_type_non_current_assets,,"Skladišta, silosi, nadstrešnice i garaže, staklenici, sušionice, hladnjače","Skladišta, silosi, nadstrešnice i garaže, staklenici, sušionice, hladnjače",l10n_hr_chart_template_rrif
234,kp_rrif0234,account.data_account_type_non_current_assets,,"Zgrade montažne, barake, mostovi, drvene konstrukcije i sl.","Zgrade montažne, barake, mostovi, drvene konstrukcije i sl.",l10n_hr_chart_template_rrif
235,kp_rrif0235,account.data_account_type_non_current_assets,,"Ograde, izlozi, potporni zidovi -brane, športski tereni,šatori,žičare i sl.","Ograde (betonske, kamene, metalne i sl.), izlozi, potporni zidovi - brane, športski tereni, šatori, žičare i sl.",l10n_hr_chart_template_rrif
236,kp_rrif0236,account.data_account_type_non_current_assets,,"Putovi, parkirališta, staze i dr. građevine (rampe i sl.), nadvožnjaci i dr. bet. ili met. konstruk.","Putovi, parkirališta, staze i dr. građevine (rampe i sl.), nadvožnjaci i dr. betonske ili metalne konstrukcije",l10n_hr_chart_template_rrif
237,kp_rrif0237,account.data_account_type_non_current_assets,,"Cjevovodi, vodospremnici, utvrđene obale, kanali, kanalizacija, dalekovodi","Cjevovodi, vodospremnici, utvrđene obale, kanali, kanalizacija, dalekovodi",l10n_hr_chart_template_rrif
238,kp_rrif0238,account.data_account_type_non_current_assets,,Objekti poljoprivrede i ribarstva,Objekti poljoprivrede i ribarstva,l10n_hr_chart_template_rrif
239,kp_rrif0239,account.data_account_type_non_current_assets,,"Ostali nespomenuti građevinski objekti (rudnici, brane) i objekti izvan uporabe","Ostali nespomenuti građevinski objekti (rudnici, brane) i objekti izvan uporabe",l10n_hr_chart_template_rrif
240,kp_rrif0240,account.data_account_type_non_current_assets,,Stanovi za vlastite zaposlenike-a1,Stanovi za vlastite zaposlenike-Analitika 1,l10n_hr_chart_template_rrif
260,kp_rrif0260,account.data_account_type_non_current_assets,,Predujmovi za nabavu zemljišta,Predujmovi za nabavu zemljišta,l10n_hr_chart_template_rrif
261,kp_rrif0261,account.data_account_type_non_current_assets,,Predujmovi za građevine u nabavi,Predujmovi za građevine u nabavi,l10n_hr_chart_template_rrif
270,kp_rrif0270,account.data_account_type_non_current_assets,,Zemljišta u pripremi,Zemljišta u pripremi,l10n_hr_chart_template_rrif
271,kp_rrif0271,account.data_account_type_non_current_assets,,Građevine u pripremi,Građevine u pripremi,l10n_hr_chart_template_rrif
280,kp_rrif0280,account.data_account_type_non_current_assets,,Vrijednosno usklađenje zemljišta,Vrijednosno usklađenje zemljišta,l10n_hr_chart_template_rrif
281,kp_rrif0281,account.data_account_type_non_current_assets,,Vrijednosno usklađenje građevina,Vrijednosno usklađenje građevina,l10n_hr_chart_template_rrif
290,kp_rrif0290,account.data_account_type_non_current_assets,,Akumulirana amortizacija građevina (analitika prema pojedinim građevinama),Akumulirana amortizacija građevina (analitika prema pojedinim građevinama),l10n_hr_chart_template_rrif
291,kp_rrif0291,account.data_account_type_non_current_assets,,"Akumulirana amortizacija odlagališta otpada, kamenoloma i sl. (MRS 16. t. 58.)","Akumulirana amortizacija odlagališta otpada, kamenoloma i sl. (MRS 16. t. 58.)",l10n_hr_chart_template_rrif
300,kp_rrif0300,account.data_account_type_non_current_assets,,"Tehnička postrojenja, uređaji, spremnici, pogonski motori, platforme i dr.","Tehnička postrojenja, uređaji, spremnici, pogonski motori, platforme i dr.",l10n_hr_chart_template_rrif
301,kp_rrif0301,account.data_account_type_non_current_assets,,Strojevi i alati u svezi sa strojevima u pogonima i radionicama za obradu i preradu,Strojevi i alati u svezi sa strojevima u pogonima i radionicama za obradu i preradu,l10n_hr_chart_template_rrif
302,kp_rrif0302,account.data_account_type_non_current_assets,,"Energetska postrojenja (kotlovnice, generatori,solarne ćelije, vjetro-elektrane, toplinske crpke i dr.)","Energetska postrojenja (kotlovnice, generatori, naponske i solarne ćelije, vjetro-elektrane, toplinske crpke i dr.)",l10n_hr_chart_template_rrif
303,kp_rrif0303,account.data_account_type_non_current_assets,,Rashladna postrojenja,Rashladna postrojenja,l10n_hr_chart_template_rrif
304,kp_rrif0304,account.data_account_type_non_current_assets,,"Prijenosna postrojenja (dizala, pokretne stepenice, elevatori, pokretne trake i sl.)","Prijenosna postrojenja (dizala, pokretne stepenice, elevatori, pokretne trake i sl.)",l10n_hr_chart_template_rrif
305,kp_rrif0305,account.data_account_type_non_current_assets,,Poboljšanje na postrojenjima,Poboljšanje na postrojenjima,l10n_hr_chart_template_rrif
306,kp_rrif0306,account.data_account_type_non_current_assets,,Mlinska postrojenja,Mlinska postrojenja,l10n_hr_chart_template_rrif
307,kp_rrif0307,account.data_account_type_non_current_assets,,"Postrojenje za pakiranje, ambalažu i sl.","Postrojenje za pakiranje, ambalažu i sl.",l10n_hr_chart_template_rrif
309,kp_rrif0309,account.data_account_type_non_current_assets,,Ostala postrojenja i postrojenja izvan uporabe,Ostala postrojenja i postrojenja izvan uporabe,l10n_hr_chart_template_rrif
310,kp_rrif0310,account.data_account_type_non_current_assets,,"Uredska oprema (fotokopirni, telefoni, telefaxi, blagajne, alarmi, klima, hladnjaci, televizori, i dr.)","Uredska oprema (fotokopirni aparati, telefoni, telefaxi, blagajne, alarmi, klimatizacijski uređaji, hladnjaci, televizori, i dr.)",l10n_hr_chart_template_rrif
311,kp_rrif0311,account.data_account_type_non_current_assets,,Računalna oprema,Računalna oprema,l10n_hr_chart_template_rrif
312,kp_rrif0312,account.data_account_type_non_current_assets,,"Telekomunikacijska oprema (mobiteli, tel. centrale, antene i sl.)","Telekomunikacijska oprema (mobiteli, tel. centrale, antene i sl.)",l10n_hr_chart_template_rrif
313,kp_rrif0313,account.data_account_type_non_current_assets,,"Oprema trgovine (police, blagajne, hladnjaci, i dr.)","Oprema trgovine (police, blagajne, hladnjaci, i dr.)",l10n_hr_chart_template_rrif
314,kp_rrif0314,account.data_account_type_non_current_assets,,"Oprema ugostiteljstva, hotela i sl. (aparati, štednjaci, hladnjaci, pokućstvo i sl.)","Oprema ugostiteljstva, hotela i sl. (aparati, štednjaci, hladnjaci, pokućstvo i sl.)",l10n_hr_chart_template_rrif
315,kp_rrif0315,account.data_account_type_non_current_assets,,"Oprema servisa (dizalice, ispitni uređaji, aparati i dr.)","Oprema servisa (dizalice, ispitni uređaji, aparati i dr.)",l10n_hr_chart_template_rrif
316,kp_rrif0316,account.data_account_type_non_current_assets,,"Oprema za graditeljstvo i montažu(kranovi, bageri, skele, oplate, mješalice, dizalice, valjci i sl.)","Oprema za graditeljstvo (kranovi, bageri, skele, oplate, mješalice, dizalice, valjci i sl.)",l10n_hr_chart_template_rrif
317,kp_rrif0317,account.data_account_type_non_current_assets,,Oprema grijanja i hlađenja,Oprema grijanja i hlađenja,l10n_hr_chart_template_rrif
318,kp_rrif0318,account.data_account_type_non_current_assets,,Oprema zaštite na radu i protupožarne zaštite,Oprema zaštite na radu i protupožarne zaštite,l10n_hr_chart_template_rrif
319,kp_rrif0319,account.data_account_type_non_current_assets,,Ostala oprema i oprema izvan uporabe,Ostala oprema i oprema izvan uporabe,l10n_hr_chart_template_rrif
3200,kp_rrif03200,account.data_account_type_non_current_assets,,Putnička vozila (osobna i putnički kombi) i motor kotači,Putnička vozila (osobna i putnički kombi) i motor kotači,l10n_hr_chart_template_rrif
3201,kp_rrif03201,account.data_account_type_non_current_assets,,"Teretna i vučna vozila, tegljači i kamioni","Teretna i vučna vozila, tegljači i kamioni",l10n_hr_chart_template_rrif
3202,kp_rrif03202,account.data_account_type_non_current_assets,,Priključna transportna sredstva (prikolice),Priključna transportna sredstva (prikolice),l10n_hr_chart_template_rrif
3203,kp_rrif03203,account.data_account_type_non_current_assets,,"Teretna vozila (dostavna i kombi) i hladnjače, cisterne","Teretna vozila (dostavna i kombi) i hladnjače, cisterne",l10n_hr_chart_template_rrif
3204,kp_rrif03204,account.data_account_type_non_current_assets,,"Auto mješalice, auto crpke za beton, auto dizalice i sl.","Auto mješalice, auto crpke za beton, auto dizalice i sl.",l10n_hr_chart_template_rrif
3205,kp_rrif03205,account.data_account_type_non_current_assets,,Autobusi,Autobusi,l10n_hr_chart_template_rrif
3206,kp_rrif03206,account.data_account_type_non_current_assets,,Zrakoplovi,Zrakoplovi,l10n_hr_chart_template_rrif
3207,kp_rrif03207,account.data_account_type_non_current_assets,,Brodovi (veći od 1000 BRT),Brodovi (veći od 1000 BRT),l10n_hr_chart_template_rrif
3208,kp_rrif03208,account.data_account_type_non_current_assets,,"Brodice, jahte i ost. plovila","Brodice, jahte i ost. plovila",l10n_hr_chart_template_rrif
3209,kp_rrif03209,account.data_account_type_non_current_assets,,"Ostala transportna sredstva i uređaji (gusjeničari, el. vozila, viljuškari, vagoni bicikli i dr.)","Ostala transportna sredstva i uređaji (gusjeničari, el. vozila, viljuškari, vagoni, elevatori, traktori, bicikli i dr.)",l10n_hr_chart_template_rrif
3210,kp_rrif03210,account.data_account_type_non_current_assets,,"Uredsko pokućstvo, sagovi, zavjese i sl.","Uredsko pokućstvo, sagovi, zavjese i sl.",l10n_hr_chart_template_rrif
3211,kp_rrif03211,account.data_account_type_non_current_assets,,"Inventar trgovine (police, pregrade, pultovi)","Inventar trgovine (police, pregrade, pultovi)",l10n_hr_chart_template_rrif
3212,kp_rrif03212,account.data_account_type_non_current_assets,,Ugostiteljsko i hotelsko pokućstvo i inventar,Ugostiteljsko i hotelsko pokućstvo i inventar,l10n_hr_chart_template_rrif
3213,kp_rrif03213,account.data_account_type_non_current_assets,,Ostalo pokućstvo i inventar,Ostalo pokućstvo i inventar,l10n_hr_chart_template_rrif
322,kp_rrif0322,account.data_account_type_non_current_assets,,"Pogonski i skladišni inventar (stalaže, zatvoreni ormari, skele, oplate, protupožarni aparati i sl.)","Pogonski i skladišni inventar (stalaže, zatvoreni ormari, skele, oplate, protupožarni aparati, zaštitna sredstva i sl.)",l10n_hr_chart_template_rrif
323,kp_rrif0323,account.data_account_type_non_current_assets,,"Alati, mjerni i kontrolni instrumenti i pomoćna oprema","Alati, mjerni i kontrolni instrumenti i pomoćna oprema",l10n_hr_chart_template_rrif
324,kp_rrif0324,account.data_account_type_non_current_assets,,"Audio i video aparati, kamere, parkir. rampe i sl.","Audio i video aparati, kamere, parkir. rampe i sl.",l10n_hr_chart_template_rrif
325,kp_rrif0325,account.data_account_type_non_current_assets,,"Reklame (svjetleće), stupovi i sl.","Reklame (svjetleće), stupovi i sl.",l10n_hr_chart_template_rrif
326,kp_rrif0326,account.data_account_type_non_current_assets,,"Inventar ustanova (aparati, kreveti i sl.)","Inventar ustanova (aparati, kreveti i sl.)",l10n_hr_chart_template_rrif
327,kp_rrif0327,account.data_account_type_non_current_assets,,"Ostali pogonski inventar,","Ostali pogonski inventar,",l10n_hr_chart_template_rrif
328,kp_rrif0328,account.data_account_type_non_current_assets,,Višegodišnja ambalaža,Višegodišnja ambalaža,l10n_hr_chart_template_rrif
329,kp_rrif0329,account.data_account_type_non_current_assets,,"Alati, inventar i vozila izvan uporabe","Alati, inventar i vozila izvan uporabe",l10n_hr_chart_template_rrif
330,kp_rrif0330,account.data_account_type_non_current_assets,,"30% pretporeza od osobnih automobila (n. v. do 400.000,00 kn)","30% pretporeza od osobnih automobila (n. v. do 400.000,00 kn)",l10n_hr_chart_template_rrif
331,kp_rrif0331,account.data_account_type_non_current_assets,,"30% i 100% pretporeza od osobnih automobila (n. v. veće od 400.000,00 kn)","30% i 100% pretporeza od osobnih automobila (n. v. veće od 400.000,00 kn)",l10n_hr_chart_template_rrif
332,kp_rrif0332,account.data_account_type_non_current_assets,,"30% pretporeza od brodova, jahti i dr. (n.v. do 400.000,00 kn)","30% pretporeza od brodova, jahti i dr. (n.v. do 400.000,00 kn)",l10n_hr_chart_template_rrif
333,kp_rrif0333,account.data_account_type_non_current_assets,,"30% i 100% pretporeza od brodova, jahti i dr. (n.v. veće od 400.000,00 kn)","30% i 100% pretporeza od brodova, jahti i dr. (n.v. veće od 400.000,00 kn)",l10n_hr_chart_template_rrif
340,kp_rrif0340,account.data_account_type_non_current_assets,,"Traktori, kombajni, prikolice, kosilice i sl.","Traktori, kombajni, prikolice kosilice i sl.",l10n_hr_chart_template_rrif
341,kp_rrif0341,account.data_account_type_non_current_assets,,"Radni priključci (plugovi, beračice, freze, prskalice, sabirače i sl.)","Radni priključci (plugovi, beračice, freze, prskalice, sabirače i sl.)",l10n_hr_chart_template_rrif
342,kp_rrif0342,account.data_account_type_non_current_assets,,"Oprema za mljekarstvo (muzilice, separatori, police, spremnici i sl.)","Oprema za mljekarstvo (muzilice, separatori, police, spremnici i sl.)",l10n_hr_chart_template_rrif
343,kp_rrif0343,account.data_account_type_non_current_assets,,"Oprema ribarstva (kavezi, mreže, čamci i brodovi, pakirnice)","Oprema ribarstva (kavezi, mreže, čamci i brodovi, pakirnice)",l10n_hr_chart_template_rrif
344,kp_rrif0344,account.data_account_type_non_current_assets,,"Oprema vinogradarstva (bačve, filteri, preše, punionica)","Oprema vinogradarstva (bačve, filteri, preše, punionica)",l10n_hr_chart_template_rrif
345,kp_rrif0345,account.data_account_type_non_current_assets,,Oprema vočarstva i maslinarstva,Oprema vočarstva i maslinarstva,l10n_hr_chart_template_rrif
346,kp_rrif0346,account.data_account_type_non_current_assets,,Oprema stočarstva i pćelarstva,Oprema stočarstva i pćelarstva,l10n_hr_chart_template_rrif
347,kp_rrif0347,account.data_account_type_non_current_assets,,Oprema mlinova,Oprema mlinova,l10n_hr_chart_template_rrif
349,kp_rrif0349,account.data_account_type_non_current_assets,,"Ostala oprema poljoprivrede, stočarstva i ribarstva","Ostala oprema poljoprivrede, stočarstva i ribarstva",l10n_hr_chart_template_rrif
350,kp_rrif0350,account.data_account_type_non_current_assets,,"Umjetnine, slike i sl.","Umjetnine, slike i sl.",l10n_hr_chart_template_rrif
351,kp_rrif0351,account.data_account_type_non_current_assets,,"Arhivski predmeti, makete i sl.","Arhivski predmeti, makete i sl.",l10n_hr_chart_template_rrif
352,kp_rrif0352,account.data_account_type_non_current_assets,,"Knjige, karte, fotografije i sl.","Knjige, karte, fotografije i sl.",l10n_hr_chart_template_rrif
353,kp_rrif0353,account.data_account_type_non_current_assets,,"Oldtimeri (automobili, brodovi i dr.)","Oldtimeri (automobili, brodovi i dr.)",l10n_hr_chart_template_rrif
354,kp_rrif0354,account.data_account_type_non_current_assets,,Ostala materijalna imovina,Ostala materijalna imovina,l10n_hr_chart_template_rrif
360,kp_rrif0360,account.data_account_type_non_current_assets,,Predujmovi za postrojenja i opremu,Predujmovi za postrojenja i opremu,l10n_hr_chart_template_rrif
361,kp_rrif0361,account.data_account_type_non_current_assets,,"Predujmovi za alate, pogonski inventar i transportnu imovinu","Predujmovi za alate, pogonski inventar i transportnu imovinu",l10n_hr_chart_template_rrif
367,kp_rrif0367,account.data_account_type_non_current_assets,,Predujam za ostalu imovinu,Predujam za ostalu imovinu,l10n_hr_chart_template_rrif
370,kp_rrif0370,account.data_account_type_non_current_assets,,Postrojenja u pripremi,Postrojenja u pripremi,l10n_hr_chart_template_rrif
371,kp_rrif0371,account.data_account_type_non_current_assets,,Oprema u pripremi,Oprema u pripremi,l10n_hr_chart_template_rrif
372,kp_rrif0372,account.data_account_type_non_current_assets,,"Alati, pogonski inventar u pripremi","Alati, pogonski inventar u pripremi",l10n_hr_chart_template_rrif
373,kp_rrif0373,account.data_account_type_non_current_assets,,Osobni automobili i transportna sredstva u pripremi,Osobni automobili i transportna sredstva u pripremi,l10n_hr_chart_template_rrif
374,kp_rrif0374,account.data_account_type_non_current_assets,,Poljoprivredna oprema u pripremi,Poljoprivredna oprema u pripremi,l10n_hr_chart_template_rrif
375,kp_rrif0375,account.data_account_type_non_current_assets,,Ostala imovina u pripremi,Ostala imovina u pripremi,l10n_hr_chart_template_rrif
380,kp_rrif0380,account.data_account_type_non_current_assets,,Vrijednosno usklađenje postrojenja,Vrijednosno usklađenje postrojenja,l10n_hr_chart_template_rrif
381,kp_rrif0381,account.data_account_type_non_current_assets,,Vrijednosno usklađenje opreme,Vrijednosno usklađenje opreme,l10n_hr_chart_template_rrif
382,kp_rrif0382,account.data_account_type_non_current_assets,,"Vrijednosno usklađenje alata, pogonskog inventara i transportne imovine","Vrijednosno usklađenje alata, pogonskog inventara i transportne imovine",l10n_hr_chart_template_rrif
383,kp_rrif0383,account.data_account_type_non_current_assets,,Vrijednosno usklađenje ostale mat. imovine,Vrijednosno usklađenje ostale mat. imovine,l10n_hr_chart_template_rrif
384,kp_rrif0384,account.data_account_type_non_current_assets,,Vrijednosno usklađenje poljoprivredne opreme,Vrijednosno usklađenje poljoprivredne opreme,l10n_hr_chart_template_rrif
