code,id,user_type:id,reconcile,name,note,chart_template_id/id
1281,kp_rrif1281,account.data_account_type_receivable,True,Potraživanja za udjel u dobitku - prihodu u investicijskom fondu,Potraživanja za udjel u dobitku - prihodu u investicijskom fondu,l10n_hr_chart_template_rrif
1282,kp_rrif1282,account.data_account_type_receivable,True,"Potraživanja za tantijeme (nadoknade za korištenje patenta, znaka i autorskih prava)","Potraživanja za tantijeme (nadoknade za korištenje patenta, znaka i autorskih prava)",l10n_hr_chart_template_rrif
1283,kp_rrif1283,account.data_account_type_receivable,True,"Potraživanja stečena cesijom, asignacijom i preuzimanjem duga od prodaje","Potraživanja stečena cesijom, asignacijom i preuzimanjem duga od prodaje",l10n_hr_chart_template_rrif
1284,kp_rrif1284,account.data_account_type_receivable,True,Potraživanja za nadoknadu troškova iz jamstva,Potraživanja za nadoknadu troškova iz jamstva,l10n_hr_chart_template_rrif
1285,kp_rrif1285,account.data_account_type_receivable,True,"Potraživanja od kooperanata, zadrugara, ustanove","Potraživanja od kooperanata, zadrugara, ustanove",l10n_hr_chart_template_rrif
1286,kp_rrif1286,account.data_account_type_receivable,True,Potraživanja od članova društva za pokriće gubitka,Potraživanja od članova društva za pokriće gubitka,l10n_hr_chart_template_rrif
1287,kp_rrif1287,account.data_account_type_receivable,True,Potraživanja za dana jamstva i činidbe,Potraživanja za dana jamstva i činidbe,l10n_hr_chart_template_rrif
1288,kp_rrif1288,account.data_account_type_receivable,True,Potraživanja za poreze iz poslovnih odnosa,Potraživanja za poreze iz poslovnih odnosa,l10n_hr_chart_template_rrif
1289,kp_rrif1289,account.data_account_type_receivable,True,Ostala potraživanja,Ostala potraživanja,l10n_hr_chart_template_rrif
1290,kp_rrif1290,account.data_account_type_receivable,True,Vrijednosno usklađenje potraživanja od kupaca,Vrijednosno usklađenje potraživanja od kupaca,l10n_hr_chart_template_rrif
1291,kp_rrif1291,account.data_account_type_receivable,True,Vrijednosno usklađenje potraživanja od povezanih društava,Vrijednosno usklađenje potraživanja od povezanih društava,l10n_hr_chart_template_rrif
1292,kp_rrif1292,account.data_account_type_receivable,True,Vrijednosno usklađenje od poduzetnika iz sudjelujućih interesa,Vrijednosno usklađenje od poduzetnika iz sudjelujućih interesa,l10n_hr_chart_template_rrif
1293,kp_rrif1293,account.data_account_type_receivable,True,Vrijednosno usklađenje kamata,Vrijednosno usklađenje kamata,l10n_hr_chart_template_rrif
1294,kp_rrif1294,account.data_account_type_receivable,True,Vrijednosno usklađenje za dane predujmove za usluge,Vrijednosno usklađenje za dane predujmove za usluge,l10n_hr_chart_template_rrif
1295,kp_rrif1295,account.data_account_type_receivable,True,Vrijednosno usklađenje ostalih potraživanja (računi 126 do 128),Vrijednosno usklađenje ostalih potraživanja (računi 126 do 128),l10n_hr_chart_template_rrif
1300,kp_rrif1300,account.data_account_type_current_assets,,Potraživanja od zaposlenih za više isplaćenu plaću,Potraživanja od zaposlenih za više isplaćenu plaću,l10n_hr_chart_template_rrif
1301,kp_rrif1301,account.data_account_type_current_assets,,Potraživanja za isplaćeni predujam za službeni put,Potraživanja za isplaćeni predujam za službeni put,l10n_hr_chart_template_rrif
1302,kp_rrif1302,account.data_account_type_current_assets,,"Potraživanja za dane novčane svote za nabave u gotovini (za tržišni nakup, za karnete i dr.)","Potraživanja za dane novčane svote za nabave u gotovini (za tržišni nakup, za karnete i dr.)",l10n_hr_chart_template_rrif
1303,kp_rrif1303,account.data_account_type_current_assets,,Potraživanja za manjkove i učinjene štete (s PDV-om),Potraživanja za manjkove i učinjene štete (s PDV-om),l10n_hr_chart_template_rrif
1304,kp_rrif1304,account.data_account_type_current_assets,,"Potraživanja za prehranu, kazne, za korištenje odmarališta i sl.","Potraživanja za prehranu, kazne, za korištenje odmarališta i sl.",l10n_hr_chart_template_rrif
1305,kp_rrif1305,account.data_account_type_current_assets,,Potraživanja od zaposlenih za manje plaćene poreze i doprinose,Potraživanja od zaposlenih za manje plaćene poreze i doprinose,l10n_hr_chart_template_rrif
1306,kp_rrif1306,account.data_account_type_current_assets,,Potraživanja od zaposlenika za plaćene privatne troškove (npr. po službenoj kred. kartici),Potraživanja od zaposlenika za plaćene privatne troškove (npr. po službenoj kred. kartici),l10n_hr_chart_template_rrif
1307,kp_rrif1307,account.data_account_type_current_assets,,Potraživanja od zaposlenika za primitak u naravi,Potraživanja od zaposlenika za primitak u naravi,l10n_hr_chart_template_rrif
1309,kp_rrif1309,account.data_account_type_current_assets,,Ostala potraživanja od zaposlenih,Ostala potraživanja od zaposlenih,l10n_hr_chart_template_rrif
1310,kp_rrif1310,account.data_account_type_current_assets,,Potraživanja za predujmljene honorare,Potraživanja za predujmljene honorare,l10n_hr_chart_template_rrif
1311,kp_rrif1311,account.data_account_type_current_assets,,Potraživanja za isplaćene svote,Potraživanja za isplaćene svote,l10n_hr_chart_template_rrif
1319,kp_rrif1319,account.data_account_type_current_assets,,Ostala potraživanja od vanjskih suradnika,Ostala potraživanja od vanjskih suradnika,l10n_hr_chart_template_rrif
1330,kp_rrif1330,account.data_account_type_current_assets,,Potraživanja od članova društva za predujmljeni dobitak - dividendu,Potraživanja od članova društva za predujmljeni dobitak - dividendu,l10n_hr_chart_template_rrif
1331,kp_rrif1331,account.data_account_type_current_assets,,Potraživanja od članova društva za privatne troškove,Potraživanja od članova društva za privatne troškove,l10n_hr_chart_template_rrif
1332,kp_rrif1332,account.data_account_type_current_assets,,Potraživanja od članova ustanove,Potraživanja od članova ustanove,l10n_hr_chart_template_rrif
1333,kp_rrif1333,account.data_account_type_current_assets,,Potraživanja od članova zadruge,Potraživanja od članova zadruge,l10n_hr_chart_template_rrif
1340,kp_rrif1340,account.data_account_type_current_assets,,Potraživanja u sporu i rizična potraživanja (iz skupine 12 i 13)-a1,Potraživanja u sporu i rizična potraživanja (iz skupine 12 i 13)-Analitika 1,l10n_hr_chart_template_rrif
1350,kp_rrif1350,account.data_account_type_current_assets,,Potraživanja za sredstva u slobodnoj zoni-a1,Potraživanja za sredstva u slobodnoj zoni-Analitika 1,l10n_hr_chart_template_rrif
1360,kp_rrif1360,account.data_account_type_current_assets,,Potraživanja od banaka za prodaju na potrošački kredit-a1,Potraživanja od banaka za prodaju na potrošački kredit-Analitika 1,l10n_hr_chart_template_rrif
1370,kp_rrif1370,account.data_account_type_current_assets,,Potraživanja za isporučena dobra i usluge,Potraživanja za isporučena dobra i usluge,l10n_hr_chart_template_rrif
1371,kp_rrif1371,account.data_account_type_current_assets,,"Potraživanja za doznake novca, za dobitak i dr.","Potraživanja za doznake novca, za dobitak i dr.",l10n_hr_chart_template_rrif
1380,kp_rrif1380,account.data_account_type_current_assets,,Potraživanja za naknadne popuste,Potraživanja za naknadne popuste,l10n_hr_chart_template_rrif
1381,kp_rrif1381,account.data_account_type_current_assets,,Potraživanja od ortaka,Potraživanja od ortaka,l10n_hr_chart_template_rrif
1382,kp_rrif1382,account.data_account_type_current_assets,,Potraživanja od zastupnika,Potraživanja od zastupnika,l10n_hr_chart_template_rrif
1389,kp_rrif1389,account.data_account_type_current_assets,,Ostala poslovna potraživanja,Ostala poslovna potraživanja,l10n_hr_chart_template_rrif
1390,kp_rrif1390,account.data_account_type_current_assets,,Vrijednosno usklađenje potraživanja od zaposlenih članova društva i ostalih potraživanja-a1,Vrijednosno usklađenje potraživanja od zaposlenih članova društva i ostalih potraživanja-Analitika 1,l10n_hr_chart_template_rrif
14000,kp_rrif14000,account.data_account_type_receivable,,Pretporez - 10%,Pretporez - 10%,l10n_hr_chart_template_rrif
14001,kp_rrif14001,account.data_account_type_receivable,,Pretporez - 22%,Pretporez - 22%,l10n_hr_chart_template_rrif
14002,kp_rrif14002,account.data_account_type_receivable,,Pretporez - 23%,Pretporez - 23%,l10n_hr_chart_template_rrif
14003,kp_rrif14003,account.data_account_type_receivable,,Pretporez - 25%,Pretporez - 25%,l10n_hr_chart_template_rrif
14010,kp_rrif14010,account.data_account_type_receivable,,Pretporez iz predujmova -10%,Pretporez iz predujmova -10%,l10n_hr_chart_template_rrif
14011,kp_rrif14011,account.data_account_type_receivable,,Pretporez iz predujmova - 22%,Pretporez iz predujmova - 22%,l10n_hr_chart_template_rrif
14012,kp_rrif14012,account.data_account_type_receivable,,Pretporez iz predujmova - 23%,Pretporez iz predujmova - 23%,l10n_hr_chart_template_rrif
14013,kp_rrif14013,account.data_account_type_receivable,,Pretporez iz predujmova - 25%,Pretporez iz predujmova - 25%,l10n_hr_chart_template_rrif
14020,kp_rrif14020,account.data_account_type_receivable,,Plaćeni PDV pri uvozu dobara - 10%,Plaćeni PDV pri uvozu dobara - 10%,l10n_hr_chart_template_rrif
14021,kp_rrif14021,account.data_account_type_receivable,,Plaćeni PDV pri uvozu dobara - 22%,Plaćeni PDV pri uvozu dobara - 22%,l10n_hr_chart_template_rrif
14022,kp_rrif14022,account.data_account_type_receivable,,Plaćeni PDV pri uvozu dobara - 23%,Plaćeni PDV pri uvozu dobara - 23%,l10n_hr_chart_template_rrif
14023,kp_rrif14023,account.data_account_type_receivable,,Plaćeni PDV pri uvozu dobara - 25%,Plaćeni PDV pri uvozu dobara - 25%,l10n_hr_chart_template_rrif
14030,kp_rrif14030,account.data_account_type_receivable,,Plaćeni PDV na usluge inozemnih poduzetnika - 10%,Plaćeni PDV na usluge inozemnih poduzetnika - 10%,l10n_hr_chart_template_rrif
14031,kp_rrif14031,account.data_account_type_receivable,,Plaćeni PDV na usluge inozemnih poduzetnika - 22%,Plaćeni PDV na usluge inozemnih poduzetnika - 22%,l10n_hr_chart_template_rrif
14032,kp_rrif14032,account.data_account_type_receivable,,Plaćeni PDV na usluge inozemnih poduzetnika - 23%,Plaćeni PDV na usluge inozemnih poduzetnika - 23%,l10n_hr_chart_template_rrif
14033,kp_rrif14033,account.data_account_type_receivable,,Plaćeni PDV na usluge inozemnih poduzetnika - 25%,Plaćeni PDV na usluge inozemnih poduzetnika - 25%,l10n_hr_chart_template_rrif
14040,kp_rrif14040,account.data_account_type_receivable,,Ispravak pretporeza zbog promjene postotka priznavanja PDV-a,Ispravak pretporeza zbog promjene postotka priznavanja PDV-a,l10n_hr_chart_template_rrif
1406,kp_rrif1406,account.data_account_type_receivable,,Pretporez stečen po ugovoru o asignaciji ili iz preknjižavanja,Pretporez stečen po ugovoru o asignaciji ili iz preknjižavanja,l10n_hr_chart_template_rrif
1407,kp_rrif1407,account.data_account_type_receivable,,Potraživanja za razliku većeg pretporeza od obveze u obračunskom razdoblju,Potraživanja za razliku većeg pretporeza od obveze u obračunskom razdoblju,l10n_hr_chart_template_rrif
1408,kp_rrif1408,account.data_account_type_receivable,,Pretporez koji još nije priznan (uključivo i neplaćeni R-2),Pretporez koji još nije priznan (uključivo i neplaćeni R-2),l10n_hr_chart_template_rrif
1409,kp_rrif1409,account.data_account_type_receivable,,Potraživanja za više plaćeni PDV po konačnom obračunu,Potraživanja za više plaćeni PDV po konačnom obračunu,l10n_hr_chart_template_rrif
1410,kp_rrif1410,account.data_account_type_current_assets,,Potraživanja za porez na dohodak iz plaća,Potraživanja za porez na dohodak iz plaća,l10n_hr_chart_template_rrif
1411,kp_rrif1411,account.data_account_type_current_assets,,Potraživanja za prirez iz plaća,Potraživanja za prirez iz plaća,l10n_hr_chart_template_rrif
1412,kp_rrif1412,account.data_account_type_current_assets,,"Potraživanja za porez na dohodak iz autorskih prava, ugovora o djelu, članova nadz. odbora i dr.doh.","Potraživanja za porez na dohodak iz autorskih prava, ugovora o djelu, dohodaka članova nadzornog odbora i drugih dohodaka",l10n_hr_chart_template_rrif
1413,kp_rrif1413,account.data_account_type_current_assets,,Potraživanja za porez i prirez na stipendije i nagrade učenika i studenta,Potraživanja za porez i prirez na stipendije i nagrade učenika i studenta,l10n_hr_chart_template_rrif
1414,kp_rrif1414,account.data_account_type_current_assets,,Potraživanja za poreze iz drugih dohodaka,Potraživanja za poreze iz drugih dohodaka,l10n_hr_chart_template_rrif
1417,kp_rrif1417,account.data_account_type_current_assets,,Potraživanja za više plaćeni porez na dohodak od kapitala,Potraživanja za više plaćeni porez na dohodak od kapitala,l10n_hr_chart_template_rrif
1420,kp_rrif1420,account.data_account_type_current_assets,,Potraživanja za više plaćene doprinose za MO iz plaće,Potraživanja za više plaćene doprinose za MO iz plaće,l10n_hr_chart_template_rrif
1421,kp_rrif1421,account.data_account_type_current_assets,,Potraživanja od MO za više plaćeni doprinos za beneficirani staž,Potraživanja od MO za više plaćeni doprinos za beneficirani staž,l10n_hr_chart_template_rrif
1422,kp_rrif1422,account.data_account_type_current_assets,,Potraživanja za više plaćeni doprinos za zdravstveno osiguranje na plaće,Potraživanja za više plaćeni doprinos za zdravstveno osiguranje na plaće,l10n_hr_chart_template_rrif
1423,kp_rrif1423,account.data_account_type_current_assets,,Potraživanja za više plaćeni dopr. za zdrav. osigur. za slučaj ozljede na radu i prof. bolesti,Potraživanja za više plaćeni dopr. za zdrav. osigur. za slučaj ozljede na radu i prof. bolesti,l10n_hr_chart_template_rrif
1424,kp_rrif1424,account.data_account_type_current_assets,,Potraživanja za više plaćeni doprinos za zapošljavanje na plaće,Potraživanja za više plaćeni doprinos za zapošljavanje na plaće,l10n_hr_chart_template_rrif
1429,kp_rrif1429,account.data_account_type_current_assets,,Potraživanja za ostale nespomenute doprinose,Potraživanja za ostale nespomenute doprinose,l10n_hr_chart_template_rrif
1430,kp_rrif1430,account.data_account_type_current_assets,,Potraživanja za plaćene predujmove poreza na dobitak,Potraživanja za plaćene predujmove poreza na dobitak,l10n_hr_chart_template_rrif
1432,kp_rrif1432,account.data_account_type_current_assets,,Potraživanja za više plaćeni porez po odbitku (na inozemne usluge),Potraživanja za više plaćeni porez po odbitku (na inozemne usluge),l10n_hr_chart_template_rrif
1433,kp_rrif1433,account.data_account_type_current_assets,,Potraživanja za porez na dobitak stečen po ugovoru o cesiji ili iz preknjižavanja,Potraživanja za porez na dobitak stečen po ugovoru o cesiji ili iz preknjižavanja,l10n_hr_chart_template_rrif
1434,kp_rrif1434,account.data_account_type_current_assets,,Porez na dobitak plaćen u inozemstvu,Porez na dobitak plaćen u inozemstvu,l10n_hr_chart_template_rrif
1440,kp_rrif1440,account.data_account_type_current_assets,,Potraživanja za poseban porez na kavu,Potraživanja za poseban porez na kavu,l10n_hr_chart_template_rrif
1441,kp_rrif1441,account.data_account_type_current_assets,,Potraživanja za poseban porez na bezalkoholna pića,Potraživanja za poseban porez na bezalkoholna pića,l10n_hr_chart_template_rrif
1442,kp_rrif1442,account.data_account_type_current_assets,,Potraživanja za poseban porez na alkoholna pića,Potraživanja za poseban porez na alkoholna pića,l10n_hr_chart_template_rrif
1443,kp_rrif1443,account.data_account_type_current_assets,,Potraživanja za poseban porez na pivo,Potraživanja za poseban porez na pivo,l10n_hr_chart_template_rrif
1444,kp_rrif1444,account.data_account_type_current_assets,,Potraživanja za poseban porez na duhanske proizvode,Potraživanja za poseban porez na duhanske proizvode,l10n_hr_chart_template_rrif
1445,kp_rrif1445,account.data_account_type_current_assets,,Potraživanja za poseban porez na naftne derivate i naknade za ceste,Potraživanja za poseban porez na naftne derivate i naknade za ceste,l10n_hr_chart_template_rrif
1446,kp_rrif1446,account.data_account_type_current_assets,,"Potraživanja za poseban porez na osobne automobile, motocikle, ostala mot. vozila, plovila i zrakop.","Potraživanja za poseban porez na osobne automobile, motocikle, ostala motorna vozila, plovila i zrakoplove",l10n_hr_chart_template_rrif
1447,kp_rrif1447,account.data_account_type_current_assets,,Potraživanja za poseban porez na luksuzne proizvode,Potraživanja za poseban porez na luksuzne proizvode,l10n_hr_chart_template_rrif
1448,kp_rrif1448,account.data_account_type_current_assets,,Potraživanja za porez na promet nekretnina,Potraživanja za porez na promet nekretnina,l10n_hr_chart_template_rrif
1449,kp_rrif1449,account.data_account_type_current_assets,,Potraživanja za 5% poreza na promet motornih vozila i plovila,Potraživanja za 5% poreza na promet motornih vozila i plovila,l10n_hr_chart_template_rrif
1450,kp_rrif1450,account.data_account_type_current_assets,,Potraživanja za plaćenu članarinu turističkim zajed.-a1,Potraživanja za plaćenu članarinu turističkim zajed.-Analitika 1,l10n_hr_chart_template_rrif
1460,kp_rrif1460,account.data_account_type_current_assets,,Potraživanja za članarine komori (HGK ili HOK)-a1,Potraživanja za članarine komori (HGK ili HOK)-Analitika 1,l10n_hr_chart_template_rrif
1470,kp_rrif1470,account.data_account_type_current_assets,,Potraživanja za carinu i više plaćene carinske pristojbe-a1,Potraživanja za carinu i više plaćene carinske pristojbe-Analitika 1,l10n_hr_chart_template_rrif
1480,kp_rrif1480,account.data_account_type_current_assets,,Potraživanja za više plaćeni porez na motorna vozila i plovne objekte,Potraživanja za više plaćeni porez na motorna vozila i plovne objekte,l10n_hr_chart_template_rrif
1481,kp_rrif1481,account.data_account_type_current_assets,,Potraživanja za porez na kuće za odmor i korištenje javnih površina,Potraživanja za porez na kuće za odmor i korištenje javnih površina,l10n_hr_chart_template_rrif
1482,kp_rrif1482,account.data_account_type_current_assets,,Potraživanja za porez na reklamu,Potraživanja za porez na reklamu,l10n_hr_chart_template_rrif
1483,kp_rrif1483,account.data_account_type_current_assets,,Potraživanja za porez na tvrtku ili naziv,Potraživanja za porez na tvrtku ili naziv,l10n_hr_chart_template_rrif
1484,kp_rrif1484,account.data_account_type_current_assets,,Potraživanja za porez na potrošnju u ugostiteljstvu,Potraživanja za porez na potrošnju u ugostiteljstvu,l10n_hr_chart_template_rrif
1485,kp_rrif1485,account.data_account_type_current_assets,,Potraživanja za plaćeni porez na priređivanje zabavnih i športskih priredbi,Potraživanja za plaćeni porez na priređivanje zabavnih i športskih priredbi,l10n_hr_chart_template_rrif
1486,kp_rrif1486,account.data_account_type_current_assets,,Potraživanja za plaćeni porez na nasljedstva i darove,Potraživanja za plaćeni porez na nasljedstva i darove,l10n_hr_chart_template_rrif
1487,kp_rrif1487,account.data_account_type_current_assets,,Potraživanja za više plaćeni porez na neiskorištene nekretnine,Potraživanja za više plaćeni porez na neiskorištene nekretnine,l10n_hr_chart_template_rrif
1489,kp_rrif1489,account.data_account_type_current_assets,,"Potraživanja za ostale poreze županije (grada), općine","Potraživanja za ostale poreze županije (grada), općine",l10n_hr_chart_template_rrif
1490,kp_rrif1490,account.data_account_type_current_assets,,Potraživanja za više plaćenu nadoknadu za šume,Potraživanja za više plaćenu nadoknadu za šume,l10n_hr_chart_template_rrif
1491,kp_rrif1491,account.data_account_type_current_assets,,Potraživanja za više plaćene kazne i sl.,Potraživanja za više plaćene kazne i sl.,l10n_hr_chart_template_rrif
1492,kp_rrif1492,account.data_account_type_current_assets,,Potraživanja za više uplaćene naknade za iskorištavanje mineralnih sirovina,Potraživanja za više uplaćene naknade za iskorištavanje mineralnih sirovina,l10n_hr_chart_template_rrif
1493,kp_rrif1493,account.data_account_type_current_assets,,Potraživanja za više plaćene naknade za koncesije,Potraživanja za više plaćene naknade za koncesije,l10n_hr_chart_template_rrif
1495,kp_rrif1495,account.data_account_type_current_assets,,Potraživanja za spomeničku rentu,Potraživanja za spomeničku rentu,l10n_hr_chart_template_rrif
1497,kp_rrif1497,account.data_account_type_current_assets,,Potraživanje od Fonda za razvoj i sl.,Potraživanje od Fonda za razvoj i sl.,l10n_hr_chart_template_rrif
1499,kp_rrif1499,account.data_account_type_current_assets,,Potraživanja za ostala plaćena davanja državi i državnim institucijama,Potraživanja za ostala plaćena davanja državi i državnim institucijama,l10n_hr_chart_template_rrif
1500,kp_rrif1500,account.data_account_type_current_assets,,Potraživanje za nadoknade bolovanja od HZZO-a1,Potraživanje za nadoknade bolovanja od HZZO-Analitika 1,l10n_hr_chart_template_rrif
1510,kp_rrif1510,account.data_account_type_current_assets,,Potraživanja od mirovinskog osiguranja-a1,Potraživanja od mirovinskog osiguranja-Analitika 1,l10n_hr_chart_template_rrif
1520,kp_rrif1520,account.data_account_type_current_assets,,Potraživanja od lokalne samouprave-a1,Potraživanja od lokalne samouprave-Analitika 1,l10n_hr_chart_template_rrif
1530,kp_rrif1530,account.data_account_type_current_assets,,"Potraživ. za regrese, premije, stimulac. i držav. potpore-a1","Potraživ. za regrese, premije, stimulac. i držav. potpore-Analitika 1",l10n_hr_chart_template_rrif
1540,kp_rrif1540,account.data_account_type_current_assets,,Potraživanje od Fonda za otkupljenu ambalažu-a1,Potraživanje od Fonda za otkupljenu ambalažu-Analitika 1,l10n_hr_chart_template_rrif
1550,kp_rrif1550,account.data_account_type_current_assets,,Ostala potraživanja od državnih institucija-a1,Ostala potraživanja od državnih institucija-Analitika 1,l10n_hr_chart_template_rrif
1590,kp_rrif1590,account.data_account_type_current_assets,,Vrijednosno usklađenje potraživanja od države i drugih institucija-a1,Vrijednosno usklađenje potraživanja od države i drugih institucija-Analitika 1,l10n_hr_chart_template_rrif
1900,kp_rrif1900,account.data_account_type_current_assets,,"Unaprijed plaćeni troškovi održavanja, opreme, postrojenja i građevina","Unaprijed plaćeni troškovi održavanja, opreme, postrojenja i građevina",l10n_hr_chart_template_rrif
19010,kp_rrif19010,account.data_account_type_current_assets,,Unaprijed plaćena zakupnina,Unaprijed plaćena zakupnina,l10n_hr_chart_template_rrif
19011,kp_rrif19011,account.data_account_type_current_assets,,Unaprijed plaćeni a nepriznati PDV na zakupninu (npr. 30% od leasinga osob. aut.),Unaprijed plaćeni a nepriznati PDV na zakupninu (npr. 30% od leasinga osob. aut.),l10n_hr_chart_template_rrif
1902,kp_rrif1902,account.data_account_type_current_assets,,"Unaprijed plaćeni troškovi reklame, propagande i sajmova","Unaprijed plaćeni troškovi reklame, propagande i sajmova",l10n_hr_chart_template_rrif
1903,kp_rrif1903,account.data_account_type_current_assets,,Unaprijed plaćeni troškovi energije za sljedeće razdoblje,Unaprijed plaćeni troškovi energije za sljedeće razdoblje,l10n_hr_chart_template_rrif
1904,kp_rrif1904,account.data_account_type_current_assets,,Unaprijed plaćeni troškovi osig. imovine i osoba na opasnim poslovima ili putnika u prometu i sl.,Unaprijed plaćeni troškovi osiguranja imovine i osoba koje rade na opasnim poslovima ili putnika u prometu i sl.,l10n_hr_chart_template_rrif
1905,kp_rrif1905,account.data_account_type_current_assets,,Unaprijed plaćene kamate na bankovna jamstava i sl.,Unaprijed plaćene kamate na bankovna jamstava i sl.,l10n_hr_chart_template_rrif
1906,kp_rrif1906,account.data_account_type_current_assets,,Unaprijed plaćeni troškovi reprezentacije,Unaprijed plaćeni troškovi reprezentacije,l10n_hr_chart_template_rrif
1907,kp_rrif1907,account.data_account_type_current_assets,,Unaprijed plaćene pretplate na službena glasila i stručne časopise,Unaprijed plaćene pretplate na službena glasila i stručne časopise,l10n_hr_chart_template_rrif
1908,kp_rrif1908,account.data_account_type_current_assets,,Unaprijed isplaćene plaće za buduće razdoblje,Unaprijed isplaćene plaće za buduće razdoblje,l10n_hr_chart_template_rrif
1909,kp_rrif1909,account.data_account_type_current_assets,,"Unaprijed plaćeni ostali troškovi posl.(prijevoza, bank. usluge, zdr. zaštita,autorski,rad po ug. i sl)","Unaprijed plaćeni ostali troškovi poslovanja (troškovi prijevoza, bankovne usluge, zdravstvena zaštita, autorski honorari, rad po ugovoru i sl.)",l10n_hr_chart_template_rrif
1910,kp_rrif1910,account.data_account_type_current_assets,,Obračunani prihodi (budućeg razdoblja)-a1,Obračunani prihodi (budućeg razdoblja)-Analitika 1,l10n_hr_chart_template_rrif
1920,kp_rrif1920,account.data_account_type_current_assets,,Unaprijed plaćeni ovisni troškovi nabave (koji nisu na 651)-a1,Unaprijed plaćeni ovisni troškovi nabave (koji nisu na 651)-Analitika 1,l10n_hr_chart_template_rrif
1930,kp_rrif1930,account.data_account_type_current_assets,,Troškovi kamata iz budućeg razdoblja-a1,Troškovi kamata iz budućeg razdoblja-Analitika 1,l10n_hr_chart_template_rrif
1940,kp_rrif1940,account.data_account_type_current_assets,,Unaprijed plaćeni troškovi koncesija (za razdoblje do 12 mj.)-a1,Unaprijed plaćeni troškovi koncesija (za razdoblje do 12 mj.)-Analitika 1,l10n_hr_chart_template_rrif
1950,kp_rrif1950,account.data_account_type_current_assets,,"Unaprijed plaćene franšize, trgovačko znakovlje, prava i sl. (do 12 mj.)-a1","Unaprijed plaćene franšize, trgovačko znakovlje, prava i sl. (do 12 mj.)-Analitika 1",l10n_hr_chart_template_rrif
1960,kp_rrif1960,account.data_account_type_current_assets,,Unaprijed plaćene licencije i patenti (do 12 mj.)-a1,Unaprijed plaćene licencije i patenti (do 12 mj.)-Analitika 1,l10n_hr_chart_template_rrif
1999,kp_rrif1999,account.data_account_type_current_assets,,Ostala aktivna vremenska razgraničenja,Ostala aktivna vremenska razgraničenja,l10n_hr_chart_template_rrif
2000,kp_rrif2000,account.data_account_type_current_liabilities,,"Obveze prema povezanim društvima za zalihe (poluproizvoda, robe i sl.)","Obveze prema povezanim društvima za zalihe (poluproizvoda, robe i sl.)",l10n_hr_chart_template_rrif
2001,kp_rrif2001,account.data_account_type_current_liabilities,,Obveze za raspoređeni dobitak iz poslovanja prema povezanim društvima,Obveze za raspoređeni dobitak iz poslovanja prema povezanim društvima,l10n_hr_chart_template_rrif
2002,kp_rrif2002,account.data_account_type_current_liabilities,,Obveze za zajmove prema povezanim društvima,Obveze za zajmove prema povezanim društvima,l10n_hr_chart_template_rrif
2003,kp_rrif2003,account.data_account_type_current_liabilities,,Obveze prema podružnicama,Obveze prema podružnicama,l10n_hr_chart_template_rrif
2004,kp_rrif2004,account.data_account_type_current_liabilities,,"Obveze prema osnovanim ustanovama, zadrugama i sl.","Obveze prema osnovanim ustanovama, zadrugama i sl.",l10n_hr_chart_template_rrif
2005,kp_rrif2005,account.data_account_type_current_liabilities,,Obveze za predujmove od povezanih društvima,Obveze za predujmove od povezanih društvima,l10n_hr_chart_template_rrif
2008,kp_rrif2008,account.data_account_type_current_liabilities,,Obveze za kamate prema povezanim društvima,Obveze za kamate prema povezanim društvima,l10n_hr_chart_template_rrif
2009,kp_rrif2009,account.data_account_type_current_liabilities,,Ostale kratkoročne obveze prema povezanim društvima,Ostale kratkoročne obveze prema povezanim društvima,l10n_hr_chart_template_rrif
2010,kp_rrif2010,account.data_account_type_current_liabilities,,Obveze s osnove udjela u dobitku (analitika prema članovima),Obveze s osnove udjela u dobitku (analitika prema članovima),l10n_hr_chart_template_rrif
2011,kp_rrif2011,account.data_account_type_current_liabilities,,Obveze za dividende dioničarima,Obveze za dividende dioničarima,l10n_hr_chart_template_rrif
2012,kp_rrif2012,account.data_account_type_current_liabilities,,Obveze za sudjelujuće dobitke u rezultatu iz zajedničkog pothvata,Obveze za sudjelujuće dobitke u rezultatu iz zajedničkog pothvata,l10n_hr_chart_template_rrif
2013,kp_rrif2013,account.data_account_type_current_liabilities,,Obveze prema zadrugarima iz rezultata,Obveze prema zadrugarima iz rezultata,l10n_hr_chart_template_rrif
2014,kp_rrif2014,account.data_account_type_current_liabilities,,Obveze iz dobitka prema tajnim članovima,Obveze iz dobitka prema tajnim članovima,l10n_hr_chart_template_rrif
2015,kp_rrif2015,account.data_account_type_current_liabilities,,Ostale obveze s osnove udjela u dobitku,Ostale obveze s osnove udjela u dobitku,l10n_hr_chart_template_rrif
2100,kp_rrif2100,account.data_account_type_current_liabilities,,Obveze za izdane čekove-a1,Obveze za izdane čekove-Analitika 1,l10n_hr_chart_template_rrif
2110,kp_rrif2110,account.data_account_type_current_liabilities,,Obveze za dane mjenice,Obveze za dane mjenice,l10n_hr_chart_template_rrif
2111,kp_rrif2111,account.data_account_type_current_liabilities,,Obveze za dane mjenične akcepte,Obveze za dane mjenične akcepte,l10n_hr_chart_template_rrif
2120,kp_rrif2120,account.data_account_type_current_liabilities,,Obveze po izdanim komercijalnim zapisima,Obveze po izdanim komercijalnim zapisima,l10n_hr_chart_template_rrif
